title,url,is_paid,price,level,platform,content
Basics of Mutual Funds for CA / CMA / CS / CFA Exams,https://www.udemy.com/basics-of-mutual-funds-for-ca-cma-cs-cfa-exams/,True,125.0,Intermediate Level,Udemy,basics of mutual funds for ca  cma  cs  cfa exams intermediate level business finance
Accounting 101: How to read an Accounting Balance Sheet,https://www.udemy.com/financial-statements-101-how-to-read-a-balance-sheet/,True,200.0,Beginner Level,Udemy,accounting 101 how to read an accounting balance sheet beginner level business finance
Stock Options Day Trading Mindset for Success,https://www.udemy.com/stock-options-day-trading-success-mindset/,True,200.0,All Levels,Udemy,stock options day trading mindset for success all levels business finance
Introduction to bookkeeping and Accounting,https://www.udemy.com/introduction-to-bookkeeping-and-accounting/,True,35.0,Beginner Level,Udemy,introduction to bookkeeping and accounting beginner level business finance
Learn to Trade The News,https://www.udemy.com/learn-to-trade-the-news/,True,200.0,All Levels,Udemy,learn to trade the news all levels business finance
"Value Investing, Taught by Six Superinvestors",https://www.udemy.com/investing-stars/,True,200.0,All Levels,Udemy,value investing taught by six superinvestors all levels business finance
Trading for everyone - The Independent Investor Course I,https://www.udemy.com/trading-for-everyone-the-independent-investor-course/,True,120.0,Beginner Level,Udemy,trading for everyone  the independent investor course i beginner level business finance
Get Acquired: Learn From The Head Of Acquisitions For eBay,https://www.udemy.com/entrepreneurship-buy-and-sell-your-startup-or-business/,True,195.0,All Levels,Udemy,get acquired learn from the head of acquisitions for ebay all levels business finance
Stock Market investment: Practical Accounting,https://www.udemy.com/stock-market-investment-practical-accounting/,True,125.0,Beginner Level,Udemy,stock market investment practical accounting beginner level business finance
"How to remove 'Risk from Penny Stocks - Options Trading""",https://www.udemy.com/best-penny-stock-options-to-buy-hot-stocks-put-call-stock-options/,True,200.0,All Levels,Udemy,how to remove risk from penny stocks  options trading all levels business finance
Accounting Basics in 66 Minutes (absolutely for beginners),https://www.udemy.com/accounting-through-visual-presentation/,True,25.0,All Levels,Udemy,accounting basics in 66 minutes absolutely for beginners all levels business finance
"Tax Accounting: Difficult Topic, Made Easy to Understand",https://www.udemy.com/taxaccounting/,True,200.0,All Levels,Udemy,tax accounting difficult topic made easy to understand all levels business finance
Analysis of Company Financial Statements,https://www.udemy.com/analysis-of-company-financial-statements/,True,20.0,All Levels,Udemy,analysis of company financial statements all levels business finance
Forex Trading Like Banks – Step by Step with Live Examples,https://www.udemy.com/forex-trading-like-banks-step-by-step-with-live-examples/,True,195.0,All Levels,Udemy,forex trading like banks  step by step with live examples all levels business finance
Fundamentals of Investing!,https://www.udemy.com/investment-basics-lets-invest-series/,True,20.0,Beginner Level,Udemy,fundamentals of investing beginner level business finance
Bank Financial Management A Comprehensive Study,https://www.udemy.com/bank-financial-management-a-comprehensive-study/,True,50.0,All Levels,Udemy,bank financial management a comprehensive study all levels business finance
Learn to Trade Forex and Stocks: From Beginner to Advanced,https://www.udemy.com/tradeforex/,True,200.0,All Levels,Udemy,learn to trade forex and stocks from beginner to advanced all levels business finance
"Master 'Technical Analysis and Chart reading skills Bundle""",https://www.udemy.com/master-technical-analysis-and-chart-reading-skills-bundle/,True,120.0,All Levels,Udemy,master technical analysis and chart reading skills bundle all levels business finance
Naked Put Options Trade Covered Call & Poor Man Covered Call,https://www.udemy.com/naked-put-options-trade-covered-call-poor-man-covered-call/,True,200.0,All Levels,Udemy,naked put options trade covered call  poor man covered call all levels business finance
The Ultimate Guide to Dividend & Dividend Growth Investing,https://www.udemy.com/investing-learn-how-to-build-a-dividend-portfolio-step-by-step/,True,200.0,All Levels,Udemy,the ultimate guide to dividend  dividend growth investing all levels business finance
Charting for Beginners 101: Technical Analysis Demystified,https://www.udemy.com/charting-for-beginners-101/,True,45.0,All Levels,Udemy,charting for beginners 101 technical analysis demystified all levels business finance
Build a DCF Valuation Model,https://www.udemy.com/build-a-dcf-valuation-model/,True,50.0,All Levels,Udemy,build a dcf valuation model all levels business finance
Introductory Financial Accounting,https://www.udemy.com/introductory-financial-accounting/,True,80.0,Beginner Level,Udemy,introductory financial accounting beginner level business finance
Introduction to Cryptocurrencies and Blockchain,https://www.udemy.com/introduction-to-cryptocurrencies/,False,0.0,Beginner Level,Udemy,introduction to cryptocurrencies and blockchain beginner level business finance
Trade Pullback Candlestick Strategy - Make Consistent Pips,https://www.udemy.com/make-consistent-profit-using-pullback-candlestick-strategy/,True,200.0,All Levels,Udemy,trade pullback candlestick strategy  make consistent pips all levels business finance
Accounting Standards Basics (Professional Course Level),https://www.udemy.com/basics-of-accounting-standards/,True,20.0,All Levels,Udemy,accounting standards basics professional course level all levels business finance
Use the Magic Multiple Moving Average Forex Trading system,https://www.udemy.com/the-magic-multiple-moving-average-forex-trading-system/,True,50.0,Intermediate Level,Udemy,use the magic multiple moving average forex trading system intermediate level business finance
QuickBooks 2015 Training for Newbies,https://www.udemy.com/free-training-quickbooks-2015/,True,200.0,Beginner Level,Udemy,quickbooks 2015 training for newbies beginner level business finance
TRADING PSYCHOLOGY: Trading Mindset Mastery,https://www.udemy.com/trading-psychology-trading-mindset-mastery/,True,120.0,Intermediate Level,Udemy,trading psychology trading mindset mastery intermediate level business finance
Option Trading: How to Adjust Delta-Neutral Strangles!,https://www.udemy.com/option-trading-selling-strangles/,True,145.0,All Levels,Udemy,option trading how to adjust deltaneutral strangles all levels business finance
Profitable binary option trading strategy,https://www.udemy.com/binaryoptions/,True,195.0,All Levels,Udemy,profitable binary option trading strategy all levels business finance
Tax Strategy: Financial Planning for Beginners,https://www.udemy.com/taxsavingstrategy/,True,200.0,All Levels,Udemy,tax strategy financial planning for beginners all levels business finance
Accounting 2 Simplified for You,https://www.udemy.com/accounting-2-simplified-for-you/,True,45.0,Beginner Level,Udemy,accounting 2 simplified for you beginner level business finance
Project Funding Modelling (for Professionals),https://www.udemy.com/project-funding-modelling/,True,20.0,All Levels,Udemy,project funding modelling for professionals all levels business finance
Investing: How I Consistently Beat The Stock Market,https://www.udemy.com/beat-the-stock-market/,True,200.0,All Levels,Udemy,investing how i consistently beat the stock market all levels business finance
Bookkeeping Basics:  Understand the Fundamentals,https://www.udemy.com/bookkeeping-basics/,True,75.0,Beginner Level,Udemy,bookkeeping basics  understand the fundamentals beginner level business finance
Leasing - A Comprehensive Study (Professional Course Level),https://www.udemy.com/leasing-a-comprehensive-study/,True,20.0,All Levels,Udemy,leasing  a comprehensive study professional course level all levels business finance
Trading Options For Consistent Returns: Options Basics,https://www.udemy.com/trading-options-for-income/,False,0.0,Beginner Level,Udemy,trading options for consistent returns options basics beginner level business finance
TechniTrader Leading Hybrid Indicator Trading,https://www.udemy.com/leading-hybrid-indicator-trading/,True,20.0,Intermediate Level,Udemy,technitrader leading hybrid indicator trading intermediate level business finance
Financial modeling: Build a DCF equity valuation model,https://www.udemy.com/guide-to-do-a-step-by-step-discounted-cash-flow-valuation/,True,20.0,All Levels,Udemy,financial modeling build a dcf equity valuation model all levels business finance
CryptoArbitrager: Bitcoin Trading Robot (no mining),https://www.udemy.com/cryptoarbitrager-trade-bitcoin-vs-litecoin-with-arbitrage-robot/,True,150.0,All Levels,Udemy,cryptoarbitrager bitcoin trading robot no mining all levels business finance
Accounting Is Easy (for Beginners),https://www.udemy.com/fundamentals-of-accountancy/,True,20.0,All Levels,Udemy,accounting is easy for beginners all levels business finance
Non Directional Weekly Options Trading System - ETF & Emini,https://www.udemy.com/etf-stock-options-non-directional-weekly-trading-system/,True,200.0,All Levels,Udemy,non directional weekly options trading system  etf  emini all levels business finance
The Complete Position Trading Course: Position Trading Stock,https://www.udemy.com/position-trading-course/,True,45.0,All Levels,Udemy,the complete position trading course position trading stock all levels business finance
Master Iron Condors - Double the credit for half the risk,https://www.udemy.com/iron-condor-options-trading-strategy/,True,60.0,Expert Level,Udemy,master iron condors  double the credit for half the risk expert level business finance
